Year,Country,hf_score,hf_quartile,pf_rol,pf_ss,pf_movement,pf_religion,pf_expression,pf_identity,pf_score,ef_government,ef_legal,ef_money,ef_trade,ef_regulation,ef_score
2015,Panama,7.69,2,4.4,8.4,10,8.5,8.5,9,7.66,8.2,5.4,9.4,8.7,7,7.72
2015,Pap. New Guinea,6.68,3,3.8,7.7,10,8,8.6,7.5,7.13,6.1,4.1,6.5,7.2,7.3,6.24
2015,Paraguay,6.9,2,4.1,7.6,8.3,8.4,8.4,6.7,6.84,8.3,3.9,9.2,7.3,6,6.95
2015,Peru,7.61,2,4.6,8,10,8.4,8.6,9.2,7.67,7.6,4.8,9.6,8.2,7.5,7.54
2015,Philippines,7.11,2,3.9,6.7,8.3,9.2,8.3,7.5,6.8,8.6,4.4,9.4,7.1,7.4,7.42
2015,Poland,8.02,1,7.1,9.9,10,7,8.7,9,8.62,6,5.8,9.6,8,7.7,7.41
2015,Portugal,8.28,1,7.2,9.9,10,9.6,9.5,9,9.02,6,7,9.7,8.4,6.7,7.55
2015,Qatar,6.32,3,6.5,8.3,3.3,5.1,7,0,5.48,5.8,6.3,8.4,7.6,7.8,7.16
2015,Romania,8.17,1,6.3,9.8,10,8.6,9,9,8.69,6.9,5.9,9.4,8.5,7.6,7.65
2015,Russia,6.09,4,3.9,7.4,3.3,4.9,6.2,9,5.66,6.1,4.8,8.5,6.6,6.5,6.52
2015,Rwanda,7.01,2,5.3,8.5,6.7,6.1,6.3,10,6.55,5.7,7.3,9.4,7,8,7.47
2015,Saudi Arabia,5.25,4,5.4,7.4,0,3.8,5.7,0,4.35,5,5.29,8.3,6.1,6.1,6.15
2015,Senegal,6.37,3,4.9,7.4,6.7,9.4,8.2,2.5,6.74,6.9,4.2,7.1,6.6,5.2,6.01
2015,Serbia,7.35,2,4.6,9.3,10,9,8.7,9,7.92,6.5,4.9,7.8,7.6,7.1,6.78
2015,Seychelles,7.53,2,5.6,9,7.5,8.7,7.7,10,7.87,6.1,5.52,9.3,7.7,7.4,7.19
2015,Sierra Leone,6.29,3,4.1,7.3,8.3,9.1,7.4,7.5,6.88,7,4,7.1,5.8,4.7,5.71
2015,Singapore,8.08,1,8,9.1,8.3,6,6.6,7.3,7.48,7.2,8.3,9.8,9.2,8.8,8.68
2015,Slovak Rep.,7.98,1,6,9.7,10,8.1,9.3,9,8.59,5.7,5.6,9.7,8.3,7.4,7.37
2015,Slovenia,8.06,1,7,9.7,10,9.1,9.4,9,8.93,5.1,6.3,9.8,7.9,6.9,7.2
2015,South Africa,7.24,2,5.7,6.3,10,9.2,9,9,7.72,5.7,5.8,8.1,6.9,7.4,6.76
2015,Spain,8.2,1,7,9.5,10,8.8,9.2,9,8.76,6.2,6.8,9.8,8,7.3,7.63
2015,Sri Lanka,6.39,3,4.5,8.2,6.7,6.9,7.1,2.3,6.03,7.6,5.3,8.1,5.9,6.9,6.76
2015,Sudan,,,,,,,,,,,,,,,
2015,Suriname,7.44,2,4.9,8.4,10,9.3,8.5,10,8.03,6,5.07,8.9,7.2,7.1,6.85
2015,Sweden,8.6,1,8.5,9.8,10,8.9,9.7,9.2,9.36,4.6,8.3,9.7,8.3,8.2,7.83
2015,Switzerland,8.81,1,8.4,9.5,10,8.6,9.7,9,9.2,7.7,8.6,9.8,7.5,8.5,8.42
2015,Syria,3.83,4,2.9,4.7,0,5.3,1.8,0,2.79,5.7,3.4,4.9,4.9,5.4,4.87
2015,Taiwan,8.4,1,7.1,9.7,10,9.2,9.3,10,9.05,7.4,6.8,9.6,7.6,7.3,7.74
2015,Tajikistan,5.99,4,3.5,8.1,8.3,4.7,4.4,8.8,5.71,5.5,5.14,7.8,6.4,6.5,6.27
2015,Tanzania,6.43,3,4.2,7,8.3,7,7.6,4.2,6.02,7.1,5.7,8.1,6.3,7.1,6.84
2015,Thailand,6.58,3,4.4,8.2,8.3,8.1,7.1,4.2,6.36,6.6,4.8,8.5,7.1,7.1,6.79
2015,Timor-Leste,6.53,3,3.4,8.5,6.7,7.9,8.4,7.5,6.77,4.6,3.54,8.8,7,7.4,6.29
2015,Togo,6.25,3,3.9,7.7,6.7,9.1,8.3,5,6.62,6.6,4.4,7,5.5,6,5.88
2015,Trinidad and Tobago,6.58,3,5,5.7,10,9.1,8.7,5,6.76,5.3,4.4,8.3,7.8,6.3,6.4
2015,Tunisia,6.34,3,4.7,7.2,8.3,6.9,8.2,2.5,6.36,6,5.3,7.1,6.8,6.4,6.31
2015,Turkey,6.66,3,4.1,8.3,10,4.9,5.5,9,6.49,6.6,4.7,9.1,7.2,6.5,6.84
2015,Uganda,6.63,3,3.2,7,8.3,8.6,7.9,2.5,5.99,7.5,4.9,8.6,7.4,7.9,7.26
2015,Ukraine,5.88,4,4.6,6.4,8.3,5.9,7.3,9,6.35,7,4.3,3.3,6.5,5.9,5.4
2015,United Arab Emirates,6.16,4,6.3,7.7,3.3,5.1,6.2,0,5.03,5.9,6,8.4,8.2,7.9,7.28
2015,United Kingdom,8.55,1,7.8,9.9,10,7.9,9.3,9,9.02,6.2,7.9,9.8,8.4,8,8.07
2015,United States,8.44,1,7.1,9.3,10,8.6,9.3,9,8.81,7.1,7.2,9.8,7.5,8.7,8.07
2015,Uruguay,7.71,2,7,8,10,8.9,9.3,10,8.32,6.6,5.5,9.1,7.8,6.4,7.09
2015,Venezuela,4.08,4,1.8,6.3,8.3,7.3,5.2,6.7,5.44,4.9,2,0.7,3.3,2.6,2.71
2015,Vietnam,6.06,4,5.2,8.6,3.3,5.7,5.9,9,5.99,6.8,5,6.2,6,6.6,6.13
2015,Yemen,4.21,4,3.2,3.5,1.7,,3.2,0,2.48,6.4,3.02,8.1,6.8,5.4,5.94
2015,Zambia,6.51,3,4.2,8.3,5,7.9,7,5,6.23,6.3,5.6,8.7,7,6.4,6.79
2015,Zimbabwe,5.73,4,3.5,7.6,5,6.4,6.7,5,5.32,6.4,3.8,8.2,5.7,6.6,6.13
